candidate_id	score	rank
CAND_0081568	90.7766	130
CAND_0012779	90.7682	131
CAND_0050324	90.758	132
CAND_0094783	90.7445	133
CAND_0072325	90.7123	134
CAND_0065016	90.6179	135
CAND_0075252	90.6157	136
CAND_0029552	90.6045	137
CAND_0031266	90.59	138
CAND_0030364	90.5819	139
CAND_0045278	90.5649	140
CAND_0090172	90.5604	141
CAND_0005155	90.5475	142
CAND_0089516	90.5275	143
CAND_0097572	90.5241	144
CAND_0031232	90.4946	145
CAND_0057180	90.471	146
CAND_0065861	90.4683	147
CAND_0059839	90.4395	148
CAND_0094920	90.4296	149
CAND_0015823	90.3957	150
CAND_0037426	90.3846	151
CAND_0028608	90.3831	152
CAND_0041149	90.3791	153
CAND_0034846	90.3748	154
CAND_0096537	90.3657	155
CAND_0035664	90.365	156
CAND_0095138	90.342	157
CAND_0030732	90.3155	158
CAND_0037006	90.3037	159
CAND_0066276	90.3013	160
CAND_0088992	90.2841	161
CAND_0031936	90.2461	162
CAND_0098321	90.2036	163
CAND_0090597	90.2013	164
CAND_0071369	90.1993	165
CAND_0068102	90.1941	166
CAND_0050506	90.1797	167
CAND_0093770	90.1731	168
CAND_0038894	90.1709	169
CAND_0043628	90.165	170
CAND_0093767	90.1533	171
CAND_0010901	90.0923	172
CAND_0052316	90.069	173
CAND_0060251	90.034	174
CAND_0055922	90.0237	175
CAND_0035530	90.0221	176
CAND_0025804	90.0189	177
CAND_0091364	90.0166	178
CAND_0036492	90.0142	179
CAND_0077776	90.0031	180
CAND_0024506	89.9987	181
CAND_0012498	89.9852	182
CAND_0062751	89.9816	183
CAND_0036548	89.9647	184
CAND_0086190	89.9545	185
CAND_0043582	89.9534	186
CAND_0005249	89.9403	187
CAND_0020662	89.9297	188
CAND_0084306	89.9165	189
CAND_0066748	89.8872	190
CAND_0008795	89.8499	191
CAND_0020075	89.845	192
CAND_0000330	89.8424	193
CAND_0007587	89.7901	194
CAND_0095844	89.7721	195
CAND_0098235	89.763	196
CAND_0070658	89.7564	197
CAND_0032092	89.7493	198
CAND_0029313	89.7161	199
CAND_0053064	89.6994	200
CAND_0000847	89.6695	201
CAND_0032471	89.6668	202
CAND_0024282	89.6361	203
CAND_0031707	89.6131	204
CAND_0022901	89.5898	205
CAND_0066843	89.5797	206
CAND_0095141	89.5706	207
CAND_0036487	89.5632	208
CAND_0007564	89.5574	209
CAND_0000915	89.5516	210
CAND_0007620	89.5499	211
CAND_0050248	89.5374	212
CAND_0071866	89.4819	213
CAND_0076729	89.4618	214
CAND_0078318	89.4565	215
CAND_0033062	89.4412	216
CAND_0055414	89.4375	217
CAND_0011758	89.4269	218
CAND_0021708	89.4192	219
CAND_0055510	89.4116	220
CAND_0020806	89.3997	221
CAND_0052722	89.3837	222
CAND_0026248	89.3772	223
CAND_0058592	89.3591	224
CAND_0019684	89.3502	225
CAND_0021472	89.3171	226
CAND_0072929	89.3136	227
CAND_0014257	89.3127	228
CAND_0029530	89.3114	229
CAND_0004659	89.2821	230
CAND_0097563	89.266	231
CAND_0019427	89.2177	232
CAND_0028284	89.1905	233
CAND_0093043	89.1637	234
CAND_0013090	89.1214	235
CAND_0010043	89.111	236
CAND_0095909	89.1077	237
CAND_0098957	89.0972	238
CAND_0096474	89.0714	239
CAND_0017185	89.063	240
CAND_0049527	89.0627	241
CAND_0047773	89.0582	242
CAND_0029474	89.047	243
CAND_0025634	89.04	244
CAND_0047159	89.0338	245
CAND_0056956	89.0094	246
CAND_0086080	89.008	247
CAND_0070364	88.9987	248
CAND_0072502	88.9938	249
CAND_0055999	88.9845	250
CAND_0045187	88.9789	251
CAND_0087192	88.9477	252
CAND_0075563	88.9468	253
CAND_0041044	88.9443	254
CAND_0055912	88.9417	255
CAND_0052937	88.9122	256
CAND_0092941	88.9007	257
CAND_0057089	88.8614	258
CAND_0060331	88.8587	259
CAND_0089263	88.8575	260
CAND_0000739	88.8481	261
CAND_0087112	88.792	262
CAND_0071383	88.7875	263
CAND_0054124	88.7786	264
CAND_0028080	88.7504	265
CAND_0042673	88.7156	266
CAND_0063984	88.7099	267
CAND_0066098	88.7001	268
CAND_0097889	88.6962	269
CAND_0071881	88.6522	270
CAND_0071394	88.6439	271
CAND_0061979	88.6355	272
CAND_0031862	88.6016	273
CAND_0074548	88.5846	274
CAND_0020516	88.5702	275
CAND_0051474	88.5685	276
CAND_0004980	88.5507	277
CAND_0000839	88.5456	278
CAND_0033451	88.5387	279
CAND_0050074	88.531	280
CAND_0017837	88.5102	281
CAND_0050476	88.5097	282
CAND_0005914	88.5093	283
CAND_0009229	88.5075	284
CAND_0065293	88.5049	285
CAND_0004196	88.4939	286
CAND_0060869	88.4927	287
CAND_0055573	88.4898	288
CAND_0069761	88.4887	289
CAND_0082158	88.4879	290
CAND_0086828	88.4865	291
CAND_0029338	88.4612	292
CAND_0021124	88.4471	293
CAND_0059099	88.4452	294
CAND_0032555	88.437	295
CAND_0097360	88.4343	296
CAND_0039179	88.4194	297
CAND_0034523	88.4127	298
CAND_0091454	88.4031	299
CAND_0010080	88.3984	300
CAND_0068167	88.3938	301
CAND_0084030	88.3912	302
CAND_0062267	88.3906	303
CAND_0090939	88.3865	304
CAND_0075863	88.3861	305
CAND_0096621	88.3579	306
CAND_0003067	88.3486	307
CAND_0060252	88.3451	308
CAND_0031354	88.3415	309
CAND_0069194	88.3315	310
CAND_0068660	88.303	311
CAND_0088630	88.2968	312
CAND_0025128	88.2555	313
CAND_0010817	88.2541	314
CAND_0093707	88.2526	315
CAND_0006264	88.2356	316
CAND_0097252	88.2277	317
CAND_0015367	88.2257	318
CAND_0063635	88.2186	319
CAND_0012023	88.205	320
CAND_0040805	88.1887	321
CAND_0051039	88.1667	322
CAND_0021680	88.1575	323
CAND_0041680	88.1541	324
CAND_0073384	88.1206	325
CAND_0070407	88.1075	326
CAND_0078101	88.1059	327
CAND_0028175	88.1052	328
CAND_0052695	88.0912	329
CAND_0045292	88.0633	330
CAND_0013777	88.0545	331
CAND_0000322	88.0366	332
CAND_0031676	88.0217	333
CAND_0022039	88.0175	334
CAND_0097084	88.0106	335
CAND_0088881	88.0067	336
CAND_0015218	88.0014	337
CAND_0023868	87.9927	338
CAND_0063899	87.9816	339
CAND_0030971	87.9787	340
CAND_0003189	87.969	341
CAND_0098809	87.9585	342
CAND_0033830	87.924	343
CAND_0047603	87.9157	344
CAND_0003805	87.9099	345
CAND_0029125	87.9015	346
CAND_0054462	87.8963	347
CAND_0011787	87.8934	348
CAND_0083432	87.8852	349
CAND_0048795	87.8431	350
CAND_0014625	87.8378	351
CAND_0016666	87.8373	352
CAND_0034298	87.7959	353
CAND_0078263	87.7896	354
CAND_0056408	87.7769	355
CAND_0039550	87.7479	356
CAND_0028225	87.7336	357
CAND_0064589	87.7279	358
CAND_0036891	87.7073	359
CAND_0056954	87.7019	360
CAND_0098680	87.7001	361
CAND_0025287	87.6797	362
CAND_0081203	87.6788	363
CAND_0022008	87.6688	364
CAND_0092070	87.668	365
CAND_0085901	87.668	366
CAND_0022484	87.6655	367
CAND_0035023	87.6561	368
CAND_0083405	87.6498	369
CAND_0079301	87.6481	370
CAND_0035545	87.6374	371
CAND_0072692	87.6202	372
CAND_0080002	87.612	373
CAND_0019608	87.5913	374
CAND_0008328	87.5844	375
CAND_0016400	87.5788	376
CAND_0053436	87.57	377
CAND_0012133	87.5487	378
CAND_0047378	87.5424	379
CAND_0065028	87.5407	380
CAND_0028537	87.5354	381
CAND_0005280	87.5255	382
CAND_0045258	87.5143	383
CAND_0048977	87.5129	384
CAND_0029119	87.5023	385
CAND_0067126	87.5019	386
CAND_0092551	87.5006	387
CAND_0072231	87.4852	388
CAND_0023200	87.477	389
CAND_0037650	87.4723	390
CAND_0081523	87.4688	391
CAND_0018477	87.4565	392
CAND_0054773	87.4459	393
CAND_0094670	87.4313	394
CAND_0053111	87.4263	395
CAND_0022676	87.4221	396
CAND_0050394	87.4179	397
CAND_0039597	87.4087	398
CAND_0096290	87.3788	399
CAND_0061740	87.3691	400
CAND_0079674	87.3669	401
CAND_0083168	87.3658	402
CAND_0075626	87.3641	403
CAND_0094626	87.3139	404
CAND_0048859	87.3049	405
CAND_0039190	87.3012	406
CAND_0012902	87.2743	407
CAND_0066921	87.2656	408
CAND_0077047	87.2431	409
CAND_0060116	87.2406	410
CAND_0069940	87.2311	411
CAND_0082960	87.2297	412
CAND_0085289	87.2219	413
CAND_0022794	87.2116	414
CAND_0066182	87.2107	415
CAND_0032844	87.2032	416
CAND_0004008	87.1969	417
CAND_0058144	87.1892	418
CAND_0091045	87.188	419
CAND_0061875	87.1463	420
CAND_0063737	87.1318	421
CAND_0001980	87.1281	422
CAND_0082874	87.1078	423
CAND_0006394	87.1027	424
CAND_0028748	87.0962	425
CAND_0061361	87.0896	426
CAND_0031932	87.0893	427
CAND_0074428	87.0886	428
CAND_0035680	87.0801	429
CAND_0080098	87.0737	430
CAND_0007781	87.0736	431
CAND_0026153	87.0154	432
CAND_0050556	86.9997	433
CAND_0066841	86.9894	434
CAND_0028777	86.9874	435
CAND_0038262	86.9853	436
CAND_0039235	86.9814	437
CAND_0011223	86.9609	438
CAND_0031701	86.9608	439
CAND_0058219	86.9511	440
CAND_0069889	86.937	441
CAND_0012713	86.9343	442
CAND_0021213	86.9289	443
CAND_0026624	86.9136	444
CAND_0088999	86.9125	445
CAND_0011652	86.8604	446
CAND_0096126	86.8474	447
CAND_0088375	86.8337	448
CAND_0089814	86.8069	449
CAND_0087876	86.7976	450
CAND_0051335	86.7892	451
CAND_0002492	86.7738	452
CAND_0013950	86.7723	453
CAND_0060784	86.7642	454
CAND_0085899	86.7574	455
CAND_0004330	86.7484	456
CAND_0056158	86.7376	457
CAND_0037218	86.7237	458
CAND_0001095	86.72	459
CAND_0071760	86.7123	460
CAND_0055548	86.704	461
CAND_0060316	86.7002	462
CAND_0049086	86.6683	463
CAND_0052518	86.6417	464
CAND_0027138	86.6417	465
CAND_0059509	86.6298	466
CAND_0081371	86.628	467
CAND_0089228	86.6139	468
CAND_0003660	86.5941	469
CAND_0039003	86.5911	470
CAND_0074258	86.5906	471
CAND_0054647	86.589	472
CAND_0072796	86.5706	473
CAND_0050310	86.5544	474
CAND_0034698	86.5503	475
CAND_0067475	86.5339	476
CAND_0074606	86.5314	477
CAND_0056121	86.5266	478
CAND_0056161	86.5196	479
CAND_0047811	86.5149	480
CAND_0004005	86.5038	481
CAND_0050779	86.4996	482
CAND_0017336	86.4979	483
CAND_0098264	86.4946	484
CAND_0017718	86.4917	485
CAND_0040871	86.4843	486
CAND_0073765	86.4799	487
CAND_0021885	86.468	488
CAND_0096222	86.4226	489
CAND_0077696	86.4155	490
CAND_0090668	86.4152	491
CAND_0053664	86.4077	492
CAND_0065387	86.4077	493
CAND_0089858	86.3792	494
CAND_0035423	86.3711	495
CAND_0017132	86.3693	496
CAND_0074754	86.369	497
CAND_0035113	86.3639	498
CAND_0052020	86.3545	499
CAND_0097046	86.3539	500
CAND_0044966	86.3397	501
CAND_0003668	86.3309	502
CAND_0058489	86.326	503
CAND_0098930	86.3197	504
CAND_0028932	86.3118	505
CAND_0022906	86.3073	506
CAND_0082305	86.2992	507
CAND_0002813	86.2736	508
CAND_0063768	86.2605	509
CAND_0071235	86.2485	510
CAND_0053325	86.2453	511
CAND_0058674	86.2453	512
CAND_0043224	86.2351	513
CAND_0033991	86.2235	514
CAND_0038463	86.2226	515
CAND_0035411	86.2213	516
CAND_0017119	86.2137	517
CAND_0074896	86.2041	518
CAND_0046122	86.1884	519
CAND_0012799	86.1751	520
CAND_0014868	86.1742	521
CAND_0047544	86.1738	522
CAND_0070583	86.1659	523
CAND_0097049	86.1531	524
CAND_0098619	86.1315	525
CAND_0052011	86.1281	526
CAND_0062533	86.1216	527
CAND_0005414	86.1212	528
CAND_0045982	86.1184	529
CAND_0089350	86.1166	530
CAND_0035278	86.1166	531
CAND_0014110	86.1108	532
CAND_0008908	86.105	533
CAND_0086540	86.0925	534
CAND_0009425	86.0905	535
CAND_0079000	86.09	536
CAND_0042992	86.0895	537
CAND_0039208	86.0862	538
CAND_0025112	86.0824	539
CAND_0043800	86.0665	540
CAND_0034412	86.0619	541
CAND_0004773	86.0614	542
CAND_0036917	86.0607	543
CAND_0066733	86.0525	544
CAND_0063025	86.0493	545
CAND_0049310	86.0419	546
CAND_0003962	86.0255	547
CAND_0092033	86.0053	548
CAND_0073877	86.0047	549
CAND_0041662	85.99	550
CAND_0056104	85.9787	551
CAND_0084584	85.9775	552
CAND_0088952	85.9716	553
CAND_0040259	85.9684	554
CAND_0068320	85.9669	555
CAND_0053999	85.9642	556
CAND_0078258	85.9576	557
CAND_0063621	85.9521	558
CAND_0006512	85.9386	559
CAND_0076805	85.9177	560
CAND_0068896	85.8929	561
CAND_0017326	85.8925	562
CAND_0067708	85.887	563
CAND_0005060	85.8704	564
CAND_0042086	85.8423	565
CAND_0014311	85.8419	566
CAND_0082822	85.8411	567
CAND_0024148	85.8077	568
CAND_0089392	85.8041	569
CAND_0033243	85.8012	570
CAND_0087871	85.7862	571
CAND_0048247	85.7757	572
CAND_0079846	85.761	573
CAND_0036715	85.7352	574
CAND_0098617	85.7334	575
CAND_0046822	85.7216	576
CAND_0067156	85.7145	577
CAND_0002696	85.7143	578
CAND_0077391	85.7083	579
CAND_0018914	85.7027	580
CAND_0011383	85.6953	581
CAND_0057048	85.6894	582
CAND_0085089	85.6779	583
CAND_0042934	85.6762	584
CAND_0054756	85.6742	585
CAND_0021956	85.6692	586
CAND_0053470	85.665	587
CAND_0033411	85.6552	588
CAND_0047472	85.6398	589
CAND_0090965	85.6278	590
CAND_0043358	85.6276	591
CAND_0068527	85.6219	592
CAND_0026513	85.6099	593
CAND_0004001	85.6052	594
CAND_0073909	85.5934	595
CAND_0060712	85.5883	596
CAND_0031766	85.5693	597
CAND_0052494	85.569	598
CAND_0020083	85.5653	599
CAND_0050652	85.5607	600
CAND_0086059	85.5571	601
CAND_0029996	85.5553	602
CAND_0067771	85.5506	603
CAND_0090251	85.535	604
CAND_0033823	85.5198	605
CAND_0070374	85.5144	606
CAND_0012598	85.5142	607
CAND_0022796	85.5093	608
CAND_0073803	85.509	609
CAND_0084571	85.499	610
CAND_0066407	85.4969	611
CAND_0002631	85.4848	612
CAND_0054400	85.467	613
CAND_0020623	85.4664	614
CAND_0038720	85.4495	615
CAND_0042642	85.4423	616
CAND_0047084	85.4405	617
CAND_0048497	85.4327	618
CAND_0063718	85.4187	619
CAND_0068843	85.4121	620
CAND_0017565	85.4078	621
CAND_0096056	85.4046	622
CAND_0005942	85.3908	623
CAND_0012343	85.3857	624
CAND_0021846	85.3734	625
CAND_0097936	85.3659	626
CAND_0064168	85.3394	627
CAND_0047609	85.3387	628
CAND_0036229	85.3307	629
CAND_0040730	85.32	630
CAND_0058115	85.3103	631
CAND_0076977	85.3078	632
CAND_0015550	85.3009	633
CAND_0077937	85.2976	634
CAND_0010332	85.2931	635
CAND_0053166	85.2794	636
CAND_0011441	85.2721	637
CAND_0048589	85.2698	638
CAND_0097246	85.2506	639
CAND_0030498	85.2472	640
CAND_0011505	85.2409	641
CAND_0052982	85.2405	642
CAND_0087518	85.2362	643
CAND_0065176	85.2297	644
CAND_0096943	85.2255	645
CAND_0036644	85.218	646
CAND_0044238	85.2086	647
CAND_0090527	85.2023	648
CAND_0053103	85.2008	649
CAND_0065445	85.1818	650
CAND_0097581	85.1503	651
CAND_0076719	85.1424	652
CAND_0003890	85.128	653
CAND_0010848	85.1162	654
CAND_0080974	85.1143	655
CAND_0066005	85.1114	656
CAND_0006240	85.1075	657
CAND_0018168	85.1069	658
CAND_0046174	85.0874	659
CAND_0065541	85.0751	660
CAND_0063707	85.0684	661
CAND_0096310	85.0681	662
CAND_0065471	85.068	663
CAND_0094392	85.0533	664
CAND_0069936	85.0407	665
CAND_0000967	85.0287	666
CAND_0003676	85.0219	667
CAND_0082476	85.0204	668
CAND_0095685	85.0161	669
CAND_0002113	85.0053	670
CAND_0028518	85.001	671
CAND_0095574	84.9989	672
CAND_0022068	84.9875	673
CAND_0063378	84.9832	674
CAND_0020731	84.9767	675
CAND_0092481	84.9654	676
CAND_0011745	84.9643	677
CAND_0012467	84.9632	678
CAND_0094070	84.9509	679
CAND_0035277	84.9429	680
CAND_0003318	84.9414	681
CAND_0077350	84.9407	682
CAND_0095781	84.9313	683
CAND_0029295	84.9298	684
CAND_0049801	84.9263	685
CAND_0088349	84.9237	686
CAND_0029209	84.9229	687
CAND_0067514	84.9128	688
CAND_0038681	84.9009	689
CAND_0046705	84.8929	690
CAND_0087561	84.8891	691
CAND_0012514	84.8875	692
CAND_0017014	84.8844	693
CAND_0061903	84.8766	694
CAND_0006324	84.8736	695
CAND_0017522	84.8735	696
CAND_0030141	84.8724	697
CAND_0007733	84.8701	698
CAND_0079874	84.8592	699
CAND_0026331	84.8479	700
CAND_0087311	84.8446	701
CAND_0046129	84.8213	702
CAND_0058521	84.8175	703
CAND_0031152	84.8152	704
CAND_0086231	84.8118	705
CAND_0083678	84.8064	706
CAND_0008252	84.8056	707
CAND_0083116	84.7932	708
CAND_0048800	84.7801	709
CAND_0026707	84.7681	710
CAND_0048174	84.7616	711
CAND_0041562	84.7606	712
CAND_0098748	84.759	713
CAND_0073763	84.7554	714
CAND_0056887	84.7549	715
CAND_0043313	84.7452	716
CAND_0014084	84.7286	717
CAND_0071430	84.7252	718
CAND_0022669	84.7179	719
CAND_0081712	84.7127	720
CAND_0092331	84.7091	721
CAND_0023074	84.7033	722
CAND_0073118	84.7024	723
CAND_0010757	84.6916	724
CAND_0088708	84.6876	725
CAND_0037224	84.6835	726
CAND_0009116	84.6768	727
CAND_0041799	84.6745	728
CAND_0070349	84.6582	729
CAND_0016976	84.6557	730
CAND_0067168	84.6446	731
CAND_0052895	84.6308	732
CAND_0027199	84.6135	733
CAND_0032153	84.6115	734
CAND_0027061	84.6111	735
CAND_0033975	84.609	736
CAND_0084629	84.6045	737
CAND_0054141	84.5999	738
CAND_0019783	84.5976	739
CAND_0005286	84.5954	740
CAND_0078471	84.5942	741
CAND_0099029	84.593	742
CAND_0055559	84.5766	743
CAND_0073940	84.5758	744
CAND_0094686	84.5537	745
CAND_0073200	84.5442	746
CAND_0034685	84.537	747
CAND_0002451	84.5249	748
CAND_0028465	84.5186	749
CAND_0056613	84.5152	750
CAND_0061298	84.507	751
CAND_0011174	84.5064	752
CAND_0066547	84.499	753
CAND_0056890	84.4906	754
CAND_0078846	84.4864	755
CAND_0041370	84.485	756
CAND_0036047	84.4789	757
CAND_0076686	84.4704	758
CAND_0081253	84.4665	759
CAND_0025920	84.4535	760
CAND_0055518	84.4525	761
CAND_0062340	84.4438	762
CAND_0041255	84.4346	763
CAND_0028725	84.4291	764
CAND_0069526	84.4289	765
CAND_0042393	84.4287	766
CAND_0077570	84.425	767
CAND_0028830	84.408	768
CAND_0039097	84.4046	769
CAND_0060220	84.3984	770
CAND_0018502	84.3966	771
CAND_0011104	84.3948	772
CAND_0010207	84.3877	773
CAND_0021102	84.3866	774
CAND_0012575	84.384	775
CAND_0048064	84.3838	776
CAND_0053461	84.3733	777
CAND_0062958	84.3647	778
CAND_0069288	84.3476	779
CAND_0034617	84.3395	780
CAND_0001419	84.3364	781
CAND_0030618	84.3359	782
CAND_0061868	84.3329	783
CAND_0095071	84.3267	784
CAND_0060832	84.3219	785
CAND_0027988	84.3173	786
CAND_0095298	84.3088	787
CAND_0068906	84.2998	788
CAND_0053258	84.2962	789
CAND_0055002	84.294	790
CAND_0051210	84.2924	791
CAND_0079514	84.2911	792
CAND_0066304	84.2881	793
CAND_0042285	84.2741	794
CAND_0051200	84.27	795
CAND_0083963	84.269	796
CAND_0055216	84.2685	797
CAND_0080038	84.2609	798
CAND_0098645	84.2581	799
CAND_0000927	84.2508	800
CAND_0080204	84.2495	801
CAND_0081704	84.2474	802
CAND_0036476	84.2454	803
CAND_0032045	84.2441	804
CAND_0019910	84.2428	805
CAND_0057148	84.2383	806
CAND_0068560	84.2261	807
CAND_0016501	84.2233	808
CAND_0015469	84.2211	809
CAND_0017192	84.2062	810
CAND_0060856	84.2034	811
CAND_0033864	84.2031	812
CAND_0088106	84.1956	813
CAND_0056808	84.1842	814
CAND_0077283	84.1815	815
CAND_0060624	84.178	816
CAND_0048840	84.175	817
CAND_0074533	84.1566	818
CAND_0068413	84.1543	819
CAND_0064599	84.1248	820
CAND_0098863	84.1235	821
CAND_0056137	84.1168	822
CAND_0073667	84.1164	823
CAND_0015246	84.1115	824
CAND_0098423	84.1056	825
CAND_0067090	84.1029	826
CAND_0046552	84.0957	827
CAND_0058154	84.0949	828
CAND_0037850	84.0803	829
CAND_0054412	84.0794	830
CAND_0083182	84.0787	831
CAND_0041454	84.0776	832
CAND_0097282	84.077	833
CAND_0087803	84.0747	834
CAND_0099392	84.0619	835
CAND_0032523	84.0573	836
CAND_0071139	84.0569	837
CAND_0089988	84.0569	838
CAND_0099346	84.055	839
CAND_0064169	84.0415	840
CAND_0003798	84.039	841
CAND_0040472	84.0313	842
CAND_0027339	84.0306	843
CAND_0066768	84.0213	844
CAND_0093214	84.0095	845
CAND_0038505	84.0045	846
CAND_0092748	83.996	847
CAND_0051499	83.9886	848
CAND_0047128	83.9807	849
CAND_0006368	83.9758	850
CAND_0015728	83.9682	851
CAND_0066954	83.9678	852
CAND_0057598	83.9678	853
CAND_0013315	83.967	854
CAND_0095568	83.9584	855
CAND_0025633	83.9496	856
CAND_0011699	83.9468	857
CAND_0029627	83.9432	858
CAND_0056355	83.9385	859
CAND_0055707	83.9362	860
CAND_0026986	83.92	861
CAND_0017613	83.9164	862
CAND_0080810	83.8996	863
CAND_0091975	83.8875	864
CAND_0071626	83.8861	865
CAND_0092362	83.8858	866
CAND_0007860	83.8785	867
CAND_0046042	83.8712	868
CAND_0015546	83.8671	869
CAND_0053768	83.8661	870
CAND_0043481	83.8656	871
CAND_0050615	83.8499	872
CAND_0002601	83.8436	873
CAND_0095579	83.8387	874
CAND_0080665	83.8353	875
CAND_0086969	83.8327	876
CAND_0007915	83.8302	877
CAND_0063177	83.8285	878
CAND_0001088	83.8283	879
CAND_0088386	83.8171	880
CAND_0064947	83.8122	881
CAND_0012388	83.7967	882
CAND_0012985	83.7955	883
CAND_0084844	83.7942	884
CAND_0081329	83.7927	885
CAND_0015108	83.7719	886
CAND_0095395	83.7707	887
CAND_0056116	83.7573	888
CAND_0008887	83.7565	889
CAND_0009342	83.7542	890
CAND_0083939	83.753	891
CAND_0008764	83.751	892
CAND_0064011	83.7409	893
CAND_0046199	83.7244	894
CAND_0006453	83.7233	895
CAND_0080785	83.7228	896
CAND_0025683	83.7176	897
CAND_0045083	83.7123	898
CAND_0086604	83.7114	899
CAND_0086598	83.7076	900
CAND_0015726	83.6994	901
CAND_0021769	83.6954	902
CAND_0027895	83.6944	903
CAND_0035171	83.6937	904
CAND_0005924	83.6821	905
CAND_0018330	83.6773	906
CAND_0053370	83.6714	907
CAND_0082959	83.6574	908
CAND_0019296	83.654	909
CAND_0070693	83.6537	910
CAND_0076908	83.6503	911
CAND_0088020	83.6488	912
CAND_0005783	83.6454	913
CAND_0061422	83.6375	914
CAND_0002903	83.6347	915
CAND_0087425	83.6345	916
CAND_0082099	83.633	917
CAND_0024530	83.6328	918
CAND_0041661	83.6318	919
CAND_0076156	83.6222	920
CAND_0037769	83.6207	921
CAND_0086302	83.6171	922
CAND_0033196	83.6086	923
CAND_0019625	83.607	924
CAND_0070227	83.6038	925
CAND_0061411	83.6	926
CAND_0061040	83.5907	927
CAND_0034222	83.5876	928
CAND_0083245	83.575	929
CAND_0009234	83.5666	930
CAND_0011803	83.5587	931
CAND_0077095	83.5583	932
CAND_0076590	83.5575	933
CAND_0001064	83.5544	934
CAND_0056168	83.553	935
CAND_0033577	83.5514	936
CAND_0059347	83.5486	937
CAND_0049464	83.5448	938
